Unnamed: 0,Unnamed: 0.1,custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,cardspent,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
1075,1075,1573-KAASUO-TZL,1,1.0,0,49,4,March,11,1,2,0,7,3,0,32,3.4657359027997265,2,4.8,0.486912,-0.719671870379376,1.049088,0.04792121531413345,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,11,3,2,1,1,12.2,1,1,0,1,1,20.0,1,0,0,0,0,0,0,0,0,0,9,5,0,0,0,2,3,4,0,11,4,3,1,2,0,10,3,96.55,40.66,0,3,34,1,7.3,1.9878743481543453,258.35,5.5543152547331935,1,19.75,2.9831534913471307,678.9,6.520473841307603,1,34.15,3.530762586016799,1143.05,7.04145540736998,1,9.5,2.251291798606496,320.0,5.768320995793773,0,0.0,,0.0,,1,1,0,1,1,1,1,1,0,1,12,1,1,1,0,1,1,0,1,0,0,0,0
1076,1076,2848-MXOAZP-3O7,1,1.0,1,43,4,June,17,4,1,0,11,4,0,60,4.0943445622221,3,6.9,1.0805400000000005,0.07746091617777963,3.0594600000000005,1.118238429803288,0,4,1,18,4,5,1,1,0,0,0,0,0,0,1,1,12,3,3,1,0,22.6,2,0,0,1,1,21.0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,1,4,4,1,0,8,3,2,4,4,0,7,3,316.95,225.8,1,2,14,1,2.65,0.9745596399981308,49.3,3.897924081048645,1,16.5,2.8033603809065357,247.85,5.512823724466583,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,1,0,0,0,0,0,1,1,0,1,19,1,1,1,0,1,1,0,0,0,0,0,0
1077,1077,3825-PDZIDA-USF,3,1.0,1,70,6,February,10,1,2,0,13,4,0,87,4.465908118654584,4,5.1,1.273419,0.2417054091742564,3.163581,1.1517046138289313,0,1,1,13,2,2,0,0,0,0,0,0,0,0,1,1,40,5,1,1,0,45.0,3,1,0,4,3,18.0,0,0,0,1,0,0,0,1,0,0,1,3,0,0,1,2,4,3,0,28,5,3,4,1,0,25,5,289.8400000000001,43.31,1,3,57,0,16.85,2.8243506567983707,965.35,6.872490729881827,0,0.0,,0.0,,0,0.0,,0.0,,1,13.5,2.602689685444384,790.0,6.672032945461067,0,0.0,,0.0,,1,0,0,0,1,0,1,1,0,1,23,1,1,1,0,0,1,0,0,1,0,0,0
1078,1078,5796-RGVUFC-6TJ,4,2.0,0,24,2,October,17,4,1,0,0,1,0,58,4.060443010546419,3,5.6000000000000005,1.6467360000000002,0.4987951469084778,1.601264,0.4707933173599846,1,1,0,-1,-1,1,4,1,0,0,0,3,0,0,0,1,2,1,2,1,0,21.200000000000006,2,0,1,1,1,27.0,1,0,0,0,0,0,0,0,0,0,9,4,0,1,1,4,2,2,0,1,1,3,1,3,0,1,1,218.35,100.64,1,3,2,1,2.3,0.8329091229351039,3.45,1.2383742310432684,1,8.0,2.0794415416798357,13.85,2.628285232633348,1,37.15,3.6149637711637683,30.6,3.4210000089583352,0,0.0,,0.0,,1,22.85,3.128951117340214,29.6,3.3877743613300138,1,1,1,3,1,0,1,1,1,1,25,1,1,1,0,1,1,1,1,0,0,0,0
1079,1079,6771-VWPLWJ-B4U,2,2.0,1,66,6,August,14,2,1,1,15,4,0,43,3.7612001156935615,2,10.9,1.129567,0.121834373449087,3.5574330000000005,1.269039217354062,0,5,0,-1,-1,1,7,0,0,0,0,0,0,7,1,3,23,4,2,1,1,23.20000000000001,2,0,0,1,1,19.0,1,1,0,0,0,0,0,0,0,0,1,4,0,0,0,5,4,3,0,34,5,3,3,4,0,28,5,386.45,161.76,0,2,65,0,12.2,2.5014359517392117,708.55,6.563220628270879,0,0.0,,0.0,,0,0.0,,0.0,,1,39.75,3.6826098411003407,2555.0,7.845807502637805,0,0.0,,0.0,,1,0,0,0,1,1,0,0,0,1,24,1,1,1,0,0,0,0,0,1,0,0,0
1080,1080,2452-AMBFJG-BAX,5,5.0,1,20,2,June,14,2,1,0,0,1,0,20,2.9957322735539917,1,9.5,0.4351,-0.8321793892555026,1.4649,0.3817869807535872,0,3,1,10,1,5,1,1,0,0,0,0,0,0,0,2,0,1,3,1,1,10.3,1,1,0,1,1,34.0,1,0,1,0,0,0,0,1,0,0,9,4,0,0,0,2,1,1,0,2,2,3,3,4,0,2,2,125.53,307.49,0,1,19,1,7.9,2.066862759472976,154.65,5.041164499131079,0,0.0,,0.0,,1,34.9,3.552486829208381,609.35,6.412392815269513,1,21.25,3.0563568953704263,375.0,5.926926025970412,1,31.05,3.435598808379488,582.3,6.366985778843074,0,1,1,4,0,1,0,0,1,1,20,1,1,1,1,1,1,1,1,0,0,0,0
1081,1081,0140-PXEUGB-VVZ,2,3.0,1,31,3,February,11,1,1,0,6,3,0,30,3.4011973816621555,2,3.4000000000000004,0.75888,-0.2759116168528655,0.26112,-1.3427752072063948,0,2,0,-1,-1,1,6,0,0,0,0,0,0,6,1,3,6,2,0,-1,-1,-1.0,-1,-1,0,5,3,27.0,0,0,0,0,1,0,0,0,0,0,9,2,1,0,1,3,2,4,0,7,3,1,4,2,0,6,3,440.52,224.24,1,3,10,1,5.65,1.7316555451583495,66.65,4.199455046624719,1,21.0,3.0445224377234235,224.1,5.4120923808068815,1,27.75,3.3232358401924436,258.1,5.553347106724568,1,8.75,2.169053700369523,70.0,4.248495242049359,1,18.1,2.89591193827178,116.8,4.760463070394127,0,0,0,2,0,0,1,0,0,1,20,1,1,1,0,1,0,1,0,0,0,0,0
1082,1082,7211-ORWNNM-T4S,4,5.0,0,53,5,May,14,2,2,0,8,3,0,35,3.5553480614894135,2,12.7,1.586865,0.4617603717633699,2.8581350000000003,1.0501693142213504,0,1,1,13,2,2,5,0,0,0,0,0,0,5,0,2,5,2,4,1,0,14.0,1,0,0,1,1,35.0,1,0,1,0,1,0,0,0,0,1,9,4,1,0,0,3,3,3,1,4,2,4,3,3,1,3,2,381.0,87.73,0,2,10,1,5.15,1.6389967146756448,55.65,4.019082077721554,0,0.0,,0.0,,1,27.3,3.3068867021909143,248.45,5.5152416180483295,0,0.0,,0.0,,0,0.0,,0.0,,0,0,0,4,1,0,1,0,0,1,28,1,1,1,0,1,0,1,0,0,0,0,1
1083,1083,5964-VSJYZC-ND5,4,5.0,1,34,3,October,17,4,3,0,7,3,0,111,4.709530201312334,4,7.5,1.1405249999999998,0.1314886827124952,7.184474999999999,1.9719224479677984,0,5,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,13,3,2,1,1,56.8,3,0,1,1,1,41.0,1,1,0,0,1,0,0,1,0,0,9,4,0,0,1,4,1,1,0,8,3,1,1,1,0,8,3,237.16,65.46000000000001,1,1,22,1,9.65,2.2669579153508947,178.65,5.18542858446942,1,20.25,3.0081547935525483,491.25,6.196953163183472,1,43.75,3.7784916128036232,925.1,6.829901839777273,1,11.75,2.463853240590168,235.0,5.459585514144161,1,32.85,3.49195174493062,712.9,6.569341158123582,1,1,1,4,1,0,1,1,1,1,19,1,1,1,0,1,1,1,0,0,0,0,1
1084,1084,4882-LFDOGJ-387,5,5.0,1,34,3,February,14,2,6,0,8,3,0,26,3.258096538021482,2,14.6,1.882816,0.6327685284904717,1.913184,0.648768869836913,0,4,1,14,2,2,7,2,1,0,0,0,0,4,0,2,10,3,2,1,1,6.8000000000000025,1,0,0,1,1,28.0,1,0,1,1,0,0,0,0,0,0,9,4,0,0,0,2,4,3,0,16,5,5,3,3,0,16,5,209.34,165.62,0,3,66,0,30.4,3.4144426084121764,2021.4,7.611545619640562,1,22.0,3.0910424533583165,1464.25,7.289098444969891,1,36.35,3.5931942039795284,2403.65,7.7847436943735495,1,17.25,2.8478121434773684,1160.0,7.0561752841004095,0,0.0,,0.0,,1,1,0,2,1,0,0,1,0,1,20,1,1,1,0,1,1,1,0,1,1,0,0
1085,1085,6910-DMBDII-S1F,5,5.0,1,27,3,August,10,1,3,0,5,2,0,30,3.4011973816621555,2,17.4,0.31842,-1.1443840129142786,4.90158,1.5895576021206732,0,3,1,9,1,4,2,2,0,0,0,0,0,0,1,3,7,2,0,-1,-1,-1.0,-1,-1,1,8,4,47.0,0,0,0,0,0,0,0,1,0,0,9,2,0,1,1,1,1,1,1,8,3,3,4,3,0,5,2,116.65,184.13,0,3,19,0,13.65,2.6137395216309693,269.7,5.597310230145683,1,25.0,3.218875824868201,519.2,6.2522891653898816,0,0.0,,0.0,,1,30.25,3.4094961844768505,530.0,6.272877006546168,0,0.0,,0.0,,0,0,0,0,1,1,1,1,0,1,20,1,1,1,0,0,0,0,0,1,0,0,0
1086,1086,3578-XEBXHS-3PI,5,5.0,1,60,5,June,14,2,5,0,34,5,1,12,2.4849066497880004,1,16.7,0.953904,-0.04719224152809871,1.050096,0.0488815885615234,0,4,0,-1,-1,1,0,0,0,0,0,0,0,0,1,2,13,3,2,0,0,8.3,1,0,1,8,4,20.0,1,0,0,0,0,0,0,1,0,0,2,4,0,0,0,1,3,4,0,23,5,4,4,3,0,17,5,363.67,110.92,0,1,50,0,11.2,2.4159137783010487,604.15,6.403822511473317,1,22.25,3.1023420086122493,1234.9,7.1187452741237776,0,0.0,,0.0,,1,16.75,2.8183982582710763,785.0,6.665683717782406,1,39.35,3.6724959748634123,1922.35,7.5613036749287925,1,1,1,3,1,1,1,1,0,1,11,0,1,1,0,1,0,0,1,0,0,1,0
1087,1087,0500-YVQSIG-5KL,2,1.0,1,43,4,August,13,2,1,0,8,3,0,44,3.7841896339182615,2,4.2,0.6874560000000001,-0.374757451489498,1.160544,0.14888886070555407,0,5,1,11,1,4,1,0,1,0,0,0,0,0,1,1,18,4,1,0,1,21.70000000000001,2,1,0,4,3,25.0,1,0,0,1,1,0,0,0,0,0,9,4,1,0,1,2,4,3,0,23,5,1,3,3,0,16,5,187.91,206.91,1,3,43,0,8.65,2.157559320943788,345.85,5.846005155046594,0,0.0,,0.0,,0,0.0,,0.0,,1,11.75,2.463853240590168,540.0,6.29156913955832,0,0.0,,0.0,,0,0,0,0,0,0,0,0,0,1,23,1,1,1,0,0,0,0,0,0,0,0,0
1088,1088,9409-JOQSJT-AAV,4,1.0,1,31,3,January,11,1,1,0,7,3,0,30,3.4011973816621555,2,21.6,2.2356,0.8045096484134059,4.2444,1.4456004670172982,0,2,0,-1,-1,5,0,0,0,0,0,0,0,0,1,3,5,2,4,1,1,10.1,1,0,1,1,1,29.0,1,0,0,0,0,0,0,0,0,0,9,4,0,0,1,3,4,4,1,13,4,1,4,3,0,13,4,176.88,46.08,1,1,47,0,8.5,2.1400661634962708,474.75,6.162788349692395,0,0.0,,0.0,,0,0.0,,0.0,,1,16.25,2.7880929087757464,750.0,6.620073206530356,0,0.0,,0.0,,1,0,0,0,0,0,0,0,0,1,17,1,1,1,0,0,1,0,0,0,0,0,0
1089,1089,5366-AINGNE-3ZS,3,5.0,0,70,6,January,20,5,4,0,21,5,1,61,4.110873864173311,3,14.8,1.4986479999999998,0.4045633683296953,7.5293519999999985,2.0188089823318998,0,4,0,-1,-1,1,6,3,3,0,0,0,0,0,1,1,18,4,2,1,1,37.7,2,1,0,1,1,37.0,1,0,0,0,0,0,0,1,0,0,9,6,0,0,1,3,1,1,0,21,5,2,3,1,0,23,5,322.89,25.17,0,2,56,0,12.0,2.4849066497880004,660.0,6.492239835020473,1,24.5,3.198673117550681,1348.9,7.207044724475634,0,0.0,,0.0,,1,9.25,2.224623551524334,490.0,6.194405391104673,1,38.9,3.6609942506244,2056.6,7.628809412795088,0,1,1,1,1,1,1,1,0,1,20,1,1,1,0,1,0,0,1,1,0,0,0
1090,1090,4002-UDERWL-K5I,3,4.0,0,61,5,October,17,4,3,0,21,5,1,12,2.4849066497880004,1,27.3,0.8648640000000001,-0.1451830098449978,2.411136,0.8800980057375621,0,4,1,16,3,2,2,1,0,1,0,0,0,0,0,2,15,3,1,0,0,4.9,1,0,1,8,4,24.0,0,0,1,1,0,1,0,1,0,0,9,4,1,0,1,1,2,3,0,14,4,4,2,3,1,12,4,300.74,46.1,0,2,40,1,7.8,2.0541237336955462,288.4,5.664348405410794,0,0.0,,0.0,,0,0.0,,0.0,,1,46.25,3.834061463958434,1795.0,7.492760300922379,0,0.0,,0.0,,1,1,1,1,1,1,1,0,0,1,23,1,1,1,0,1,0,0,0,1,0,0,0
1091,1091,5783-HBOXFC-5BZ,2,1.0,0,45,4,September,20,5,3,0,7,3,0,134,4.897839799950911,5,14.6,12.168808,2.498875956434153,7.395192,2.0008300593145614,1,5,1,17,4,5,4,0,0,0,0,4,0,0,1,1,22,4,1,1,0,61.1,3,0,1,5,3,20.0,0,0,0,1,1,1,0,0,0,0,9,6,1,0,1,3,3,4,0,7,3,4,1,2,0,7,3,58.55,197.05,1,2,16,1,7.55,2.021547563260933,137.3,4.922168312773925,1,18.75,2.9311937524164198,284.35,5.6502058737528085,1,43.2,3.765840495250065,629.9,6.445561076627882,1,90.25,4.502583597212992,1350.0,7.2078598714324755,1,50.4,3.9199911750773233,812.65,6.700300512549185,0,1,1,4,1,1,1,1,1,1,27,1,1,1,1,1,1,1,1,0,0,0,1
1092,1092,8027-POZEAY-DVO,5,2.0,0,40,4,April,20,5,2,1,3,2,0,46,3.828641396489095,2,7.000000000000001,1.26868,0.2379769898721137,1.9513200000000002,0.6685060666434944,1,2,0,-1,-1,1,6,0,0,0,0,0,0,6,1,3,11,3,3,1,1,24.0,2,0,0,1,1,25.0,1,0,0,0,1,0,0,0,0,0,1,2,1,0,1,3,4,2,0,10,3,2,3,4,1,12,4,198.11,121.48,0,3,25,0,14.95,2.704711299836696,370.95,5.916067282635535,1,45.0,3.80666248977032,1087.2,6.991360862836933,0,0.0,,0.0,,1,18.25,2.9041650800285006,410.0,6.016157159698354,1,29.8,3.3945083935113587,707.3,6.561454904041944,0,1,0,0,1,1,1,1,0,1,23,1,1,1,0,1,1,1,1,1,0,1,0
1093,1093,7356-SBPGQV-W7S,3,1.0,1,68,6,September,19,4,5,0,25,5,1,11,2.3978952727983707,1,10.6,0.645964,-0.4370115043065526,0.5200359999999999,-0.6538572390337725,0,5,1,19,4,3,9,0,0,0,0,0,0,9,0,1,27,5,3,0,0,7.4,1,0,0,1,1,31.0,1,0,0,0,0,0,0,0,0,0,9,2,1,0,1,2,3,2,0,40,5,3,1,4,0,30,5,210.52,91.33,0,2,72,0,78.8,4.366912996863833,5639.45,8.637541822006446,1,54.0,3.9889840465642745,3989.65,8.2914587867381,1,56.5,4.0342406381523945,3833.3,8.25148132999325,1,44.0,3.7841896339182615,3230.0,8.080237416216702,1,69.45,4.240607069200353,4843.15,8.485320614461273,1,1,0,2,1,1,1,1,0,1,24,1,1,1,0,1,1,0,0,1,0,0,0
1094,1094,7038-NGLHWM-3AD,4,1.0,0,74,6,January,11,1,4,0,28,5,1,11,2.3978952727983707,1,13.3,0.735889,-0.3066759868444105,0.7271110000000001,-0.318676130847521,0,5,0,-1,-1,1,1,1,0,0,0,0,0,0,1,1,42,5,3,0,1,5.6000000000000005,1,0,0,1,1,25.0,1,0,0,1,0,0,0,0,0,0,9,4,1,0,0,4,1,2,0,38,5,3,2,4,0,28,5,60.46,65.45,0,2,70,0,28.4,3.3463891451671604,2046.65,7.623959589117446,0,0.0,,0.0,,0,0.0,,0.0,,1,41.25,3.7196511127806895,2940.0,7.986164860332727,0,0.0,,0.0,,1,0,0,0,0,0,0,1,0,1,16,1,1,1,0,0,0,0,0,1,0,0,1
1095,1095,7108-BNBUDI-H86,1,1.0,1,54,5,August,12,2,1,0,9,3,0,33,3.49650756146648,2,10.8,1.375704,0.31896560009125674,2.188296,0.7831231587735684,0,3,0,-1,-1,1,10,1,2,0,0,0,0,7,0,2,25,4,1,1,0,18.2,1,0,1,1,1,19.0,1,0,0,0,0,0,0,0,0,0,9,6,1,1,1,2,4,3,0,26,5,3,4,4,0,23,5,387.47,425.8,1,3,61,1,25.0,3.218875824868201,1465.8,7.29015644749175,0,0.0,,0.0,,0,0.0,,0.0,,1,12.75,2.545531271604436,765.0,6.639875833826536,0,0.0,,0.0,,1,0,0,1,0,0,0,0,0,1,24,1,1,1,0,1,0,0,0,1,0,0,0
1096,1096,4314-PUSZNR-7SR,1,1.0,0,27,3,October,20,5,1,0,0,1,0,19,2.9444389791664403,1,9.0,0.33174000000000003,-1.1034037494042404,1.37826,0.3208218340390597,0,1,1,23,5,3,0,0,0,0,0,0,0,0,1,1,4,2,3,0,0,7.2,1,0,1,1,1,17.0,1,0,0,0,0,1,0,0,0,0,9,2,1,0,1,4,4,1,0,1,1,2,4,2,0,1,1,113.7,73.89,0,1,3,0,3.8,1.3350010667323402,11.65,2.4553061800117097,0,0.0,,0.0,,1,25.6,3.242592351485517,50.9,3.929862923556477,0,0.0,,0.0,,0,0.0,,0.0,,0,1,1,3,0,0,0,0,1,1,17,1,0,0,0,1,1,1,1,0,0,0,0
1097,1097,0992-ZESDAP-CBG,2,1.0,0,65,6,January,15,3,2,0,4,2,1,10,2.302585092994046,1,3.4000000000000004,0.12274000000000004,-2.097686982021186,0.21726,-1.5266604859765325,0,1,0,-1,-1,1,16,0,1,0,0,0,0,15,0,1,32,5,2,0,0,5.2,1,0,0,1,1,22.0,1,0,0,0,0,0,0,0,0,0,9,6,1,0,1,1,3,1,0,18,5,3,4,4,0,12,4,206.55,97.96,0,2,38,0,4.15,1.423108334242607,127.9,4.851248708584797,0,0.0,,0.0,,0,0.0,,0.0,,1,9.75,2.277267285009756,370.0,5.913503005638268,0,0.0,,0.0,,1,0,0,0,0,0,0,0,1,1,18,0,0,0,0,1,1,1,0,0,0,0,0
1098,1098,5122-EUEKLQ-248,3,1.0,1,54,5,November,18,4,4,0,20,5,0,58,4.060443010546419,3,28.1,7.350398000000001,1.9947544614185693,8.947602,2.1913855634254222,0,4,0,-1,-1,1,5,0,0,0,0,0,0,5,0,1,17,4,2,1,1,9.5,1,0,0,1,1,24.0,1,1,0,0,0,0,0,1,0,0,9,2,1,0,1,2,4,1,1,20,5,3,3,1,1,16,5,223.59,150.6,1,1,43,0,11.65,2.4553061800117097,454.6,6.119417911418442,0,0.0,,0.0,,1,37.35,3.6203329115788265,1567.4,7.357173474618764,0,0.0,,0.0,,1,38.0,3.6375861597263857,1585.0,7.368339686311381,1,1,0,2,0,0,1,0,1,1,18,1,1,1,1,1,1,1,1,0,0,1,0
1099,1099,7993-ZWHZFC-IOV,2,1.0,1,28,3,December,10,1,2,0,3,2,0,40,3.688879454113936,2,10.9,0.5668000000000001,-0.5677487711656115,3.7932,1.3332099900274352,0,1,0,-1,-1,1,2,1,1,0,0,0,0,0,1,1,7,2,6,1,0,18.8,1,0,0,1,1,17.0,1,0,0,0,0,0,0,0,0,0,9,6,1,0,1,5,4,4,0,2,2,2,4,2,0,1,1,507.4,148.93,0,3,4,0,2.25,0.8109302162163288,19.0,2.9444389791664403,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0,0,0,0,0,0,0,0,1,23,1,1,1,0,0,0,1,0,0,0,0,0
1100,1100,9587-ZIYQIE-ACX,3,5.0,1,45,4,July,20,5,1,0,6,3,0,47,3.8501476017100575,2,1.5,0.31865999999999994,-1.1436305753197744,0.38634,-0.9510374682039898,0,2,1,22,5,2,9,0,2,0,0,1,0,6,1,1,15,3,3,1,1,19.9,1,0,0,1,1,27.0,1,0,0,1,0,0,0,1,0,0,9,7,1,1,1,4,4,4,1,27,5,3,1,1,0,27,5,198.95,109.42,0,1,69,0,26.9,3.292126286607793,1868.7,7.53299828092821,0,0.0,,0.0,,1,28.05,3.333988631968705,1972.55,7.587082400941219,1,23.0,3.1354942159291497,1555.0,7.349230824613333,0,0.0,,0.0,,1,0,0,0,0,0,0,0,0,1,17,1,1,1,0,1,0,0,1,1,0,0,0
1101,1101,1382-WYHHUX-JRX,5,4.0,1,36,4,August,12,2,4,0,10,3,0,48,3.871201010907892,2,3.0,0.11808,-2.1363929181299746,1.32192,0.2790852252262627,0,5,0,-1,-1,2,10,1,0,1,0,0,0,8,1,2,8,3,1,1,0,23.5,2,0,1,4,3,15.0,0,0,0,1,0,0,0,0,0,0,9,3,0,1,0,2,1,3,0,18,5,3,1,1,0,18,5,34.08,21.79,1,1,62,0,14.1,2.6461747973841225,927.3,6.832277137806178,0,0.0,,0.0,,0,0.0,,0.0,,1,70.0,4.248495242049359,4140.0,8.32845106681936,0,0.0,,0.0,,0,0,0,0,0,0,0,0,0,1,24,1,1,1,0,0,0,0,0,1,1,0,0
1102,1102,8402-SILWTV-4YR,4,4.0,0,58,5,February,19,4,3,0,20,5,0,1073,6.9782137426306985,5,19.7,109.072596,4.692013678885977,102.308404,4.6279918201210455,1,4,1,18,4,2,8,0,2,0,0,0,0,6,1,3,27,5,4,1,0,77.60000000000002,3,1,0,1,1,32.0,1,0,0,0,0,0,0,1,0,0,9,6,1,0,1,4,2,3,0,37,5,3,4,4,0,26,5,2969.39,626.37,1,3,72,0,46.9,3.8480176754522337,3393.1,8.129499236793192,1,38.5,3.6506582412937374,2738.25,7.915074309203856,0,0.0,,0.0,,1,16.5,2.8033603809065357,1180.0,7.073269717459708,1,44.9,3.8044377947482086,3174.75,8.062984168069143,1,0,1,4,0,1,0,1,0,1,28,1,1,1,0,1,1,0,0,1,0,0,0
1103,1103,9361-PFCEED-QIM,4,3.0,0,70,6,December,13,2,6,0,33,5,0,240,5.48063892334199,5,16.400000000000002,4.29024,1.456342675431059,35.069759999999995,3.557339220672725,0,5,1,15,3,3,6,1,0,0,0,0,0,5,1,1,36,5,1,1,0,89.4,3,0,0,4,3,24.0,0,0,1,1,0,0,1,1,0,0,9,7,1,1,1,4,1,1,0,39,5,3,3,1,0,28,5,162.83,119.16,0,3,71,0,26.45,3.2752561583043085,1861.8,7.52929904068239,1,41.0,3.713572066704309,2874.05,7.96347746384324,0,0.0,,0.0,,1,49.75,3.9070104636046015,3385.0,8.127109185346374,0,0.0,,0.0,,1,0,0,0,1,1,1,1,0,1,14,1,1,1,0,0,0,0,1,1,0,0,0
1104,1104,3287-DHSBON-KU9,1,1.0,0,18,2,April,13,2,1,0,0,1,0,28,3.332204510175204,2,24.3,4.238892,1.4443019143389313,2.5651080000000004,0.9420005829994892,1,1,1,8,1,3,3,0,0,3,0,0,0,0,1,1,0,1,5,1,0,12.8,1,1,0,1,1,21.0,1,1,0,0,0,0,0,0,0,0,9,4,0,0,0,4,2,2,0,1,1,3,4,3,0,1,1,216.92,209.86,1,3,1,1,0.95,-0.05129329438755058,0.95,-0.05129329438755058,0,0.0,,0.0,,0,0.0,,0.0,,1,12.0,2.4849066497880004,12.0,2.4849066497880004,0,0.0,,0.0,,0,0,0,0,1,1,1,1,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0
1105,1105,5974-SZRVSI-KIH,5,5.0,1,74,6,November,13,2,2,0,18,5,0,35,3.5553480614894135,2,11.9,1.0579100000000001,0.05629526365520567,3.1070900000000004,1.1336865968404295,0,4,1,11,1,2,7,0,0,0,0,0,0,7,1,3,29,5,4,0,0,17.0,1,1,0,1,1,31.0,1,0,0,1,0,0,1,1,0,0,2,4,0,0,0,3,2,1,1,36,5,4,3,4,0,23,5,110.0,34.11,0,3,69,0,27.5,3.3141860046725258,1985.75,7.593751955513241,1,32.25,3.4735180432417816,2304.0,7.742402021815783,0,0.0,,0.0,,1,11.25,2.4203681286504293,795.0,6.678342114654332,0,0.0,,0.0,,1,0,0,0,1,0,1,1,0,1,21,1,1,1,0,1,0,0,0,1,0,1,0
1106,1106,9680-RTEIGM-JUV,2,2.0,1,20,2,February,15,3,2,1,0,1,0,28,3.332204510175204,2,13.7,1.657152,0.5051004662831651,2.1788480000000003,0.7787962967602062,0,1,0,-1,-1,1,2,0,0,0,2,0,0,0,1,3,1,1,0,-1,-1,-1.0,-1,-1,0,10,5,20.0,0,0,0,0,0,0,0,0,0,1,2,6,1,1,1,1,3,1,0,2,2,3,3,2,0,2,2,198.73,123.58,1,1,13,0,2.9,1.0647107369924282,34.55,3.5424075502136785,0,0.0,,0.0,,1,23.85,3.1717842173343502,319.6,5.76707021389212,0,0.0,,0.0,,0,0.0,,0.0,,0,0,0,3,0,0,0,0,1,1,25,1,1,1,0,1,1,1,0,1,0,0,0
1107,1107,6760-JZVHNV-E0D,2,1.0,0,70,6,September,8,1,2,0,9,3,0,32,3.4657359027997265,2,0.6,0.016319999999999998,-4.115363929446176,0.17568,-1.7390911206609712,0,3,0,-1,-1,1,5,2,0,0,0,0,0,3,0,2,23,4,1,0,0,13.0,1,0,1,8,4,22.0,0,0,1,0,0,0,0,1,0,1,9,4,0,0,0,3,1,3,0,20,5,1,1,3,0,11,4,317.46,301.49,0,2,58,0,13.15,2.576421758623773,704.35,6.557275391706318,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0,0,0,0,0,0,1,0,1,20,1,1,1,0,0,0,0,0,1,0,0,1
1108,1108,6424-HHPNRP-MXW,2,3.0,1,42,4,March,15,3,4,0,13,4,0,44,3.7841896339182615,2,11.5,1.4825800000000002,0.39378381333430457,3.57742,1.2746418702138098,0,1,1,14,2,2,4,1,2,1,0,0,0,0,1,3,11,3,2,1,1,21.0,2,1,0,8,4,20.0,1,0,0,1,0,0,1,1,0,0,9,3,0,0,0,4,4,4,1,22,5,3,2,2,0,15,4,155.64,28.67,0,3,48,0,13.45,2.598979106047848,651.6,6.47943087672789,0,0.0,,0.0,,0,0.0,,0.0,,1,11.25,2.4203681286504293,565.0,6.336825731146441,0,0.0,,0.0,,0,0,0,0,1,0,0,1,0,1,13,1,1,1,0,0,0,0,0,1,1,0,0
1109,1109,0969-XSHXOE-CN5,3,4.0,1,21,2,March,13,2,1,0,0,1,0,16,2.772588722239781,1,14.6,0.985792,-0.014309899980144732,1.350208,0.3002586546562209,1,1,1,10,1,2,6,0,0,0,0,0,0,6,0,2,1,1,2,1,0,11.5,1,0,0,8,4,40.0,1,0,0,0,1,1,1,1,0,0,1,6,1,1,1,2,4,3,0,2,2,3,3,2,0,2,2,113.95,36.46,1,3,2,1,2.45,0.8960880245566357,4.8,1.5686159179138452,1,17.5,2.862200880929469,31.95,3.4641721808235437,1,36.5,3.5973122605884464,20.85,3.03735394824481,1,20.5,3.0204248861443626,15.0,2.7080502011022096,1,21.55,3.070375816549757,17.1,2.8390784635086144,0,1,0,2,1,1,1,1,0,1,22,0,1,0,1,1,1,1,0,0,0,0,0
